elo_run_id,fight_key,fight_year,is_title,A_id,B_id,A_name,B_name,wcA,wcB,same_division,wc_gap,pre_elo_A,pre_elo_B,elo_diff,y,d_sig_strike_acc,d_sig_strike_def,d_sapm_neg,d_td_acc,d_td_def,d_ko_pct,d_sub_pct,d_dec_pct,d_ranked_wins,d_championship_wins,d_total_fights,d_avg_fight_time_min,d_recency_index,d_recent_win_pct5,d_recent_finish_pct5,d_recent_ko_pct5,d_recent_sub_pct5,d_recent_title_bouts5,d_recent_streak,d_recent_ema_form5,d_opp_rank5_neg,d_recent_avg_rank5_neg,d_avg_dec_margin5
13,2008-015-rani yahya--yoshiro maeda,2008,0,17,42,Rani Yahya,yoshiro maeda,135,185,0,-50.0,1481.5446980372078,1500.0,-18.45530196279219,1,38.0,50.0,-2.08,30.0,29.0,0.0,64.7,35.3,0.0,0.0,27.0,0.0,0.0,50.0,100.0,0.0,100.0,1.0,1.0,0.6,-0.0,-0.0,-3.3333333333333335
13,2009-016-cub swanson--john franchi,2009,0,18,43,Cub Swanson,john franchi,145,185,0,-40.0,1515.041477337347,1500.0,15.041477337347033,1,51.0,59.0,-4.0,50.0,63.0,35.0,10.0,55.0,7.0,0.0,33.0,0.0,0.0,75.0,33.333333333333336,0.0,33.333333333333336,0.0,3.0,0.9359999999999999,-0.0,-0.0,2.666666666666667
13,2009-017-cub swanson--jose aldo,2009,0,18,44,Cub Swanson,jose aldo,145,185,0,-40.0,1523.9441292319593,1500.0,23.944129231959323,0,51.0,59.0,-4.0,50.0,63.0,35.0,10.0,55.0,7.0,0.0,33.0,0.0,0.0,75.0,33.333333333333336,0.0,33.333333333333336,0.0,3.0,0.9359999999999999,-0.0,-0.0,2.666666666666667
13,2009-018-dan lauzon--king green,2009,0,45,46,dan lauzon,King Green,185,155,0,30.0,1500.0,1500.0,0.0,1,-52.0,-62.0,3.72,-39.0,-74.0,-17.699999999999996,-23.5,-58.8,-3.0,0.0,-32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2009-019-eddie wineland--rani yahya,2009,0,17,47,Rani Yahya,eddie wineland,135,185,0,-50.0,1488.438374686091,1500.0,-11.561625313908962,1,38.0,50.0,-2.08,30.0,29.0,0.0,64.7,35.3,0.0,0.0,27.0,0.0,0.0,66.66666666666667,100.0,0.0,100.0,1.0,2.0,0.84,-0.0,-0.0,-3.3333333333333335
13,2009-020-gleison tibau--jeremy stephens,2009,0,9,21,gleison tibau,Jeremy Stephens,185,155,0,30.0,1500.0,1493.5586839224652,6.441316077534793,1,-40.0,-58.0,3.14,-38.0,-62.0,-53.3,0.0,-46.7,-6.0,0.0,-34.0,0.0,0.0,-60.0,-66.66666666666667,-66.66666666666667,0.0,0.0,-1.0,-0.7216,-0.0,-0.0,-1.0
13,2009-021-gray maynard--jim miller,2009,0,30,49,Jim Miller,gray maynard,155,185,0,-30.0,1503.896438277202,1500.0,3.8964382772019235,0,42.0,56.0,-3.44,45.0,48.0,22.299999999999994,48.1,29.6,2.0,0.0,45.0,0.0,0.0,100.0,50.0,0.0,50.0,0.0,2.0,1.0,-0.0,-0.0,0.0
13,2009-022-jeremy stephens--joe lauzon,2009,0,10,21,Joe Lauzon,Jeremy Stephens,185,155,0,30.0,1500.0,1482.609661976359,17.390338023641107,1,-40.0,-58.0,3.14,-38.0,-62.0,-53.3,0.0,-46.7,-6.0,0.0,-34.0,0.0,0.0,-60.0,-66.66666666666667,-66.66666666666667,0.0,0.0,-1.0,-0.7216,-0.0,-0.0,-1.0
13,2009-023-jeremy stephens--justin buchholz,2009,0,21,50,Jeremy Stephens,justin buchholz,155,185,0,-30.0,1455.9472406669556,1500.0,-44.05275933304438,1,40.0,58.0,-3.14,38.0,62.0,53.3,0.0,46.7,6.0,0.0,34.0,0.0,0.0,60.0,66.66666666666667,66.66666666666667,0.0,0.0,1.0,0.7216,-0.0,-0.0,1.0
13,2009-024-jim miller--mac danzig,2009,0,30,51,Jim Miller,mac danzig,155,185,0,-30.0,1477.8235448025544,1500.0,-22.176455197445648,1,42.0,56.0,-3.44,45.0,48.0,22.299999999999994,48.1,29.6,2.0,0.0,45.0,0.0,0.0,100.0,50.0,0.0,50.0,0.0,2.0,1.0,-0.0,-0.0,0.0
13,2009-025-jim miller--steve lopez,2009,0,30,52,Jim Miller,steve lopez,155,185,0,-30.0,1495.297637239992,1500.0,-4.7023627600081,1,42.0,56.0,-3.44,45.0,48.0,22.299999999999994,48.1,29.6,2.0,0.0,45.0,0.0,0.0,100.0,50.0,0.0,50.0,0.0,2.0,1.0,-0.0,-0.0,0.0
13,2009-026-john hosman--rani yahya,2009,0,17,53,Rani Yahya,john hosman,135,185,0,-50.0,1494.488271818341,1500.0,-5.511728181659009,1,38.0,50.0,-2.08,30.0,29.0,0.0,64.7,35.3,0.0,0.0,27.0,0.0,0.0,66.66666666666667,100.0,0.0,100.0,1.0,2.0,0.84,-0.0,-0.0,-3.3333333333333335
13,2009-027-joseph benavidez--rani yahya,2009,0,17,54,Rani Yahya,joseph benavidez,135,185,0,-50.0,1503.523962889401,1500.0,3.523962889400991,0,38.0,50.0,-2.08,30.0,29.0,0.0,64.7,35.3,0.0,0.0,27.0,0.0,0.0,66.66666666666667,100.0,0.0,100.0,1.0,2.0,0.84,-0.0,-0.0,-3.3333333333333335
13,2009-028-michael chandler--rich bouphanouvong,2009,0,55,56,Michael Chandler,rich bouphanouvong,155,185,0,-30.0,1500.0,1500.0,0.0,1,49.0,43.0,-4.52,41.0,61.0,75.0,25.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2009-029-rafael dos anjos--rob emerson,2009,0,34,58,Rafael Dos Anjos,rob emerson,170,185,0,-15.0,1488.7864872341459,1500.0,-11.213512765854148,1,47.0,60.0,-3.23,35.0,54.0,19.099999999999994,23.8,57.1,13.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,-0.0,0.0
13,2009-030-rafael dos anjos--tyson griffin,2009,0,34,59,Rafael Dos Anjos,tyson griffin,170,185,0,-15.0,1506.1252219269813,1500.0,6.1252219269813395,0,47.0,60.0,-3.23,35.0,54.0,19.099999999999994,23.8,57.1,13.0,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,-0.0,0.0
13,2010-031-brad tavares--seth baczynski,2010,0,199,309,seth baczynski,brad tavares,185,185,1,0.0,1500.0,1500.0,0.0,0,-43.0,-54.0,3.36,-26.0,-81.0,-12.5,0.0,-87.5,-6.0,0.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2010-032-chad mendes--cub swanson,2010,0,18,62,Cub Swanson,chad mendes,145,185,0,-40.0,1506.5145748638945,1500.0,6.514574863894495,0,51.0,59.0,-4.0,50.0,63.0,35.0,10.0,55.0,7.0,0.0,33.0,0.0,0.0,80.0,50.0,0.0,50.0,0.0,-1.0,0.4,-0.0,-0.0,2.666666666666667
13,2010-033-charles oliveira--darren elkins,2010,0,63,64,Charles Oliveira,Darren Elkins,155,145,0,10.0,1500.0,1500.0,0.0,1,17.0,-3.0,0.08000000000000007,5.0,0.0,-3.5999999999999943,53.8,-50.2,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2010-034-charles oliveira--efrain escudero,2010,0,63,65,Charles Oliveira,efrain escudero,155,185,0,-30.0,1503.0,1500.0,3.0,1,55.0,48.0,-3.26,39.0,56.0,17.4,69.6,13.0,13.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2010-035-charles oliveira--jim miller,2010,0,30,63,Jim Miller,Charles Oliveira,155,155,1,0.0,1498.730840614658,1505.9935241403673,-7.262683525709235,1,-13.0,8.0,-0.18000000000000016,6.0,-8.0,4.899999999999995,-21.499999999999993,16.6,-11.0,-2.0,11.0,0.0,0.0,80.0,50.0,25.0,25.0,0.0,-1.0,0.4,-0.0,-0.0,0.0
13,2010-036-clay guida--rafael dos anjos,2010,0,34,66,Rafael Dos Anjos,clay guida,170,185,0,-15.0,1485.007980044708,1500.0,-14.992019955292108,0,47.0,60.0,-3.23,35.0,54.0,19.099999999999994,23.8,57.1,13.0,2.0,36.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,-1.0,0.24,-0.0,-0.0,0.0
13,2010-037-court mcgee--kris mccray,2010,1,67,68,Court McGee,kris mccray,170,185,0,-15.0,1500.0,1500.0,0.0,1,36.0,60.0,-3.65,24.0,70.0,0.0,27.3,72.7,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2010-038-court mcgee--ryan jensen,2010,0,67,69,Court McGee,ryan jensen,170,185,0,-15.0,1518.0,1500.0,18.0,1,36.0,60.0,-3.65,24.0,70.0,0.0,27.3,72.7,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2010-039-cub swanson--mackens semerzier,2010,0,18,70,Cub Swanson,mackens semerzier,145,185,0,-40.0,1487.0906249570194,1500.0,-12.909375042980628,1,51.0,59.0,-4.0,50.0,63.0,35.0,10.0,55.0,7.0,0.0,33.0,0.0,0.0,80.0,50.0,0.0,50.0,0.0,-1.0,0.4,-0.0,-0.0,2.666666666666667
13,2010-040-darren elkins--duane ludwig,2010,0,64,71,Darren Elkins,duane ludwig,145,185,0,-40.0,1485.0,1500.0,-15.0,1,38.0,51.0,-3.34,34.0,56.0,20.999999999999993,15.8,63.2,7.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2010-041-duane ludwig--jim miller,2010,0,30,71,Jim Miller,duane ludwig,155,185,0,-30.0,1504.762191573668,1500.0,4.762191573667906,1,42.0,56.0,-3.44,45.0,48.0,22.299999999999994,48.1,29.6,2.0,0.0,45.0,0.0,0.0,80.0,50.0,25.0,25.0,0.0,-1.0,0.4,-0.0,-0.0,0.0
13,2010-042-edson barboza--mike lullo,2010,0,72,73,Edson Barboza,mike lullo,155,185,0,-30.0,1500.0,1500.0,0.0,1,44.0,55.0,-4.6,50.0,73.0,50.0,0.0,50.0,11.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2010-043-gleison tibau--jim miller,2010,0,9,30,gleison tibau,Jim Miller,185,155,0,30.0,1500.0,1513.7313534542552,-13.731353454255213,0,-42.0,-56.0,3.44,-45.0,-48.0,-22.299999999999994,-48.1,-29.6,-2.0,0.0,-45.0,0.0,0.0,-80.0,-50.0,-25.0,-25.0,0.0,1.0,-0.4,-0.0,-0.0,0.0
13,2010-044-jeremy stephens--melvin guillard,2010,0,21,77,Jeremy Stephens,melvin guillard,155,185,0,-30.0,1469.2813723799231,1500.0,-30.71862762007686,0,40.0,58.0,-3.14,38.0,62.0,53.3,0.0,46.7,6.0,0.0,34.0,0.0,0.0,40.0,100.0,100.0,0.0,0.0,-2.0,0.13440000000000002,-0.0,-0.0,0.6666666666666666
13,2010-045-jeremy stephens--sam stout,2010,0,21,78,Jeremy Stephens,sam stout,155,185,0,-30.0,1451.3522232616435,1500.0,-48.64777673835647,1,40.0,58.0,-3.14,38.0,62.0,53.3,0.0,46.7,6.0,0.0,34.0,0.0,0.0,40.0,100.0,100.0,0.0,0.0,-2.0,0.13440000000000002,-0.0,-0.0,0.6666666666666666
13,2010-046-jim miller--mark bocek,2010,0,30,79,Jim Miller,mark bocek,155,185,0,-30.0,1533.9959043816928,1500.0,33.99590438169275,1,42.0,56.0,-3.44,45.0,48.0,22.299999999999994,48.1,29.6,2.0,0.0,45.0,0.0,0.0,80.0,50.0,25.0,25.0,0.0,-1.0,0.4,-0.0,-0.0,0.0
13,2010-047-jonathan brookins--michael johnson,2010,1,80,81,jonathan brookins,Michael Johnson,185,155,0,30.0,1500.0,1500.0,0.0,1,-39.0,-58.0,3.79,-38.0,-81.0,-37.5,0.0,-62.5,-3.0,0.0,-31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2010-048-kyle bradley--rafael dos anjos,2010,0,34,38,Rafael Dos Anjos,kyle bradley,170,185,0,-15.0,1470.1696940712957,1500.0,-29.83030592870432,1,47.0,60.0,-3.23,35.0,54.0,19.099999999999994,23.8,57.1,13.0,2.0,36.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,-1.0,0.24,-0.0,-0.0,0.0
13,2010-049-michael chandler--salvador woods,2010,0,55,83,Michael Chandler,salvador woods,155,185,0,-30.0,1502.25,1500.0,2.25,1,49.0,43.0,-4.52,41.0,61.0,75.0,25.0,0.0,2.0,0.0,9.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0
13,2010-050-rafael dos anjos--terry etim,2010,0,34,84,Rafael Dos Anjos,terry etim,170,185,0,-15.0,1487.7379811954777,1500.0,-12.262018804522313,1,47.0,60.0,-3.23,35.0,54.0,19.099999999999994,23.8,57.1,13.0,2.0,36.0,0.0,0.0,33.333333333333336,0.0,0.0,0.0,0.0,-1.0,0.24,-0.0,-0.0,0.0
13,2010-051-rani yahya--takeya mizugaki,2010,0,17,85,Rani Yahya,takeya mizugaki,135,185,0,-50.0,1491.3644465750262,1500.0,-8.63555342497375,0,38.0,50.0,-2.08,30.0,29.0,0.0,64.7,35.3,0.0,0.0,27.0,0.0,0.0,80.0,100.0,0.0,100.0,0.0,2.0,0.904,-0.0,-0.0,-3.3333333333333335
13,2011-052-aaron simpson--brad tavares,2011,0,309,1506,brad tavares,aaron simpson,185,185,1,0.0,1505.4,1500.0,5.400000000000091,0,43.0,54.0,-3.36,26.0,81.0,12.5,0.0,87.5,6.0,0.0,27.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,1.0
13,2011-053-anthony njokuani--edson barboza,2011,0,72,89,Edson Barboza,anthony njokuani,155,185,0,-30.0,1502.25,1500.0,2.25,1,44.0,55.0,-4.6,50.0,73.0,50.0,0.0,50.0,11.0,0.0,31.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0
13,2011-054-anthony pettis--jeremy stephens,2011,0,21,90,Jeremy Stephens,anthony pettis,155,185,0,-30.0,1471.5336962223262,1500.0,-28.46630377767383,0,40.0,58.0,-3.14,38.0,62.0,53.3,0.0,46.7,6.0,0.0,34.0,0.0,0.0,40.0,50.0,50.0,0.0,0.0,1.0,0.6255999999999999,-0.0,-0.0,0.4
13,2011-055-benson henderson--jim miller,2011,0,30,91,Jim Miller,benson henderson,155,185,0,-30.0,1537.204317299044,1500.0,37.20431729904408,0,42.0,56.0,-3.44,45.0,48.0,22.299999999999994,48.1,29.6,2.0,0.0,45.0,0.0,0.0,80.0,50.0,0.0,50.0,0.0,4.0,0.9743999999999999,-0.0,-0.0,0.6666666666666667
13,2011-056-brad tavares--phil baroni,2011,0,309,1507,brad tavares,phil baroni,185,185,1,0.0,1479.2989822131265,1500.0,-20.701017786873535,1,43.0,54.0,-3.36,26.0,81.0,12.5,0.0,87.5,6.0,0.0,27.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.0,-0.0,1.0
13,2011-057-chad mendes--rani yahya,2011,0,17,62,Rani Yahya,chad mendes,135,185,0,-50.0,1479.1134161946443,1500.0,-20.886583805355713,0,38.0,50.0,-2.08,30.0,29.0,0.0,64.7,35.3,0.0,0.0,27.0,0.0,0.0,60.0,100.0,0.0,100.0,0.0,-1.0,0.36160000000000003,-0.0,-0.0,-2.5
13,2011-058-charles oliveira--donald cerrone,2011,0,63,93,Charles Oliveira,donald cerrone,155,185,0,-30.0,1493.1863600571319,1500.0,-6.813639942868122,0,55.0,48.0,-3.26,39.0,56.0,17.4,69.6,13.0,13.0,2.0,34.0,0.0,0.0,66.66666666666667,100.0,0.0,100.0,0.0,2.0,0.84,-0.0,-0.0,0.0
13,2011-059-charon spain--king green,2011,0,46,94,King Green,charon spain,155,185,0,-30.0,1491.5625,1500.0,-8.4375,1,52.0,62.0,-3.72,39.0,74.0,17.699999999999996,23.5,58.8,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,-0.0,0.0
13,2011-060-clifford starks--dustin jacoby,2011,0,95,96,clifford starks,Dustin Jacoby,185,205,0,-20.0,1500.0,1500.0,0.0,1,-47.0,-57.0,4.02,-25.0,-62.0,-60.0,0.0,-40.0,-2.0,0.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0
13,2011-061-court mcgee--dongi yang,2011,0,67,98,Court McGee,dongi yang,170,185,0,-15.0,1515.7208839527475,1500.0,15.7208839527475,1,36.0,60.0,-3.65,24.0,70.0,0.0,27.3,72.7,0.0,1.0,24.0,0.0,0.0,100.0,100.0,0.0,100.0,1.0,2.0,1.0,-0.0,-0.0,0.0
13,2011-062-cub swanson--ricardo lamas,2011,0,18,99,Cub Swanson,ricardo lamas,145,185,0,-40.0,1495.6167137583923,1500.0,-4.3832862416077205,0,51.0,59.0,-4.0,50.0,63.0,35.0,10.0,55.0,7.0,0.0,33.0,0.0,0.0,60.0,33.333333333333336,0.0,33.333333333333336,0.0,-1.0,0.30400000000000005,-0.0,-0.0,1.1666666666666667
13,2011-063-danny downes--jeremy stephens,2011,0,21,101,Jeremy Stephens,danny downes,155,185,0,-30.0,1456.8402578328528,1500.0,-43.159742167147215,1,40.0,58.0,-3.14,38.0,62.0,53.3,0.0,46.7,6.0,0.0,34.0,0.0,0.0,40.0,50.0,50.0,0.0,0.0,1.0,0.6255999999999999,-0.0,-0.0,0.4
13,2011-064-darren elkins--michihiro omigawa,2011,0,64,102,Darren Elkins,michihiro omigawa,145,185,0,-40.0,1491.0242699996825,1500.0,-8.975730000317526,1,38.0,51.0,-3.34,34.0,56.0,20.999999999999993,15.8,63.2,7.0,0.0,30.0,0.0,0.0,50.0,100.0,100.0,0.0,0.0,1.0,0.6,-0.0,-0.0,0.0
13,2011-065-darren elkins--zhang tiequan,2011,0,64,103,Darren Elkins,zhang tiequan,145,185,0,-40.0,1501.6256183351898,1500.0,1.6256183351897562,1,38.0,51.0,-3.34,34.0,56.0,20.999999999999993,15.8,63.2,7.0,0.0,30.0,0.0,0.0,50.0,100.0,100.0,0.0,0.0,1.0,0.6,-0.0,-0.0,0.0
13,2011-066-edson barboza--ross pearson,2011,0,72,104,Edson Barboza,ross pearson,155,185,0,-30.0,1509.438343325922,1500.0,9.438343325922006,1,44.0,55.0,-4.6,50.0,73.0,50.0,0.0,50.0,11.0,0.0,31.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,1.0,1.0,-0.0,-0.0,0.0
13,2011-067-edward faaloloto--michael johnson,2011,0,81,105,Michael Johnson,edward faaloloto,155,185,0,-30.0,1486.75,1500.0,-13.25,1,39.0,58.0,-3.79,38.0,81.0,37.5,0.0,62.5,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.0,-0.0,-1.3333333333333333
13,2011-068-george sotiropoulos--rafael dos anjos,2011,0,34,75,Rafael Dos Anjos,george sotiropoulos,170,185,0,-15.0,1493.0733299296257,1500.0,-6.926670070374257,1,47.0,60.0,-3.23,35.0,54.0,19.099999999999994,23.8,57.1,13.0,2.0,36.0,0.0,0.0,60.0,33.333333333333336,0.0,33.333333333333336,0.0,2.0,0.8655999999999999,-0.0,-0.0,1.0
13,2011-069-gesias cavalcante--king green,2011,0,46,107,King Green,gesias cavalcante,155,185,0,-30.0,1494.5807102280871,1500.0,-5.419289771912872,0,52.0,62.0,-3.72,39.0,74.0,17.699999999999996,23.5,58.8,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,-0.0,0.0
13,2011-070-gleison tibau--rafael dos anjos,2011,0,9,34,gleison tibau,Rafael Dos Anjos,185,170,0,15.0,1500.0,1499.1032308067897,0.8967691932102753,1,-47.0,-60.0,3.23,-35.0,-54.0,-19.099999999999994,-23.8,-57.1,-13.0,-2.0,-36.0,0.0,0.0,-60.0,-33.333333333333336,0.0,-33.333333333333336,0.0,-2.0,-0.8655999999999999,-0.0,-0.0,-1.0
13,2011-071-james reese--king green,2011,0,46,108,King Green,james reese,155,185,0,-30.0,1479.6391978716472,1500.0,-20.360802128352816,1,52.0,62.0,-3.72,39.0,74.0,17.699999999999996,23.5,58.8,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0,-0.0,0.0
13,2011-072-jeremy stephens--marcus davis,2011,0,21,109,Jeremy Stephens,marcus davis,155,185,0,-30.0,1478.0080129330668,1500.0,-21.991987066933234,1,40.0,58.0,-3.14,38.0,62.0,53.3,0.0,46.7,6.0,0.0,34.0,0.0,0.0,40.0,50.0,50.0,0.0,0.0,1.0,0.6255999999999999,-0.0,-0.0,0.4
13,2011-073-jim miller--kamal shalorus,2011,0,30,110,Jim Miller,kamal shalorus,155,185,0,-30.0,1512.222043122061,1500.0,12.222043122060995,1,42.0,56.0,-3.44,45.0,48.0,22.299999999999994,48.1,29.6,2.0,0.0,45.0,0.0,0.0,80.0,50.0,0.0,50.0,0.0,4.0,0.9743999999999999,-0.0,-0.0,0.6666666666666667
13,2011-074-michael johnson--paul sass,2011,0,81,111,Michael Johnson,paul sass,155,185,0,-30.0,1489.7785885658316,1500.0,-10.22141143416843,0,39.0,58.0,-3.79,38.0,81.0,37.5,0.0,62.5,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-0.0,-0.0,-1.3333333333333333
